student_id,age,attendance_percentage,current_gpa,failed_subjects,backlogs,assignment_completion_percentage,internal_assessment_marks,exam_score,lms_activity_score,fee_pending,counseling_sessions,dropout
STU2878,23,79.8,6.15,1,1,80.4,73.6,78.7,54.4,1,2,0
STU1660,20,81.4,5.86,1,0,81.6,54.1,51.3,63.8,0,1,1
STU2373,21,58.3,6.73,1,1,71.5,68.7,75.5,67.5,0,1,0
STU1464,18,61.7,6.18,0,0,55.1,32.4,71.2,75.1,0,2,0
STU2350,20,65.0,6.77,3,2,85.8,49.4,71.0,33.9,0,0,0
STU1187,21,74.5,7.2,1,1,84.9,67.1,61.5,71.5,0,1,0
STU2148,20,74.6,6.04,2,2,91.1,65.5,50.7,32.2,0,1,0
STU2225,19,79.1,7.81,1,1,81.4,91.6,82.2,78.3,0,1,0
STU1609,18,85.9,5.66,0,0,100.0,70.7,69.7,65.9,0,2,0
STU1144,21,80.7,6.42,0,0,50.4,68.8,61.1,42.7,0,0,0
STU1752,20,71.3,7.05,0,1,81.8,60.3,65.2,61.3,0,0,0
STU2535,23,81.7,7.16,0,0,55.6,79.2,79.1,76.3,0,0,0
STU1982,19,94.5,7.0,1,1,100.0,41.1,51.2,76.2,0,3,1
STU1198,20,76.2,5.16,1,0,80.7,69.0,86.5,44.4,0,3,0
STU2634,20,74.5,7.74,0,0,76.1,87.0,40.8,54.4,0,0,0
STU1884,19,89.7,6.52,0,0,78.8,58.5,53.4,38.0,0,1,0
STU1280,21,52.2,5.84,0,0,53.9,62.4,57.2,80.5,1,0,1
STU1294,18,70.9,8.08,1,2,79.8,62.0,59.0,71.8,0,1,0
STU2824,21,73.5,6.6,3,3,84.1,58.8,72.0,68.1,1,0,0
STU1401,20,70.6,6.75,0,0,89.1,57.6,71.4,55.0,0,1,0
STU1123,21,66.3,5.8,1,1,65.4,51.9,35.4,76.8,1,1,1
STU2208,19,79.8,5.8,0,0,92.5,65.6,44.2,83.6,0,2,0
STU1203,21,77.1,7.34,1,0,84.2,79.2,47.3,100.0,0,0,0
STU2463,19,60.2,5.74,0,1,96.6,30.6,85.6,94.4,0,0,0
STU1836,19,74.7,6.07,2,2,93.5,57.0,75.0,76.4,0,0,0
STU1247,19,57.0,7.02,1,1,83.1,74.6,57.5,74.7,0,2,0
STU2440,22,99.1,7.28,0,0,64.3,66.7,59.0,98.5,0,2,0
STU2754,20,85.1,7.95,0,2,68.3,64.3,87.0,69.9,0,2,0
STU2902,22,84.0,6.47,0,1,68.1,59.2,58.9,46.0,1,0,0
STU2708,21,83.2,7.23,0,0,98.5,70.3,44.7,77.0,0,3,0
STU2881,21,70.1,7.93,2,2,91.3,56.2,68.3,51.1,0,0,0
STU2154,20,74.4,8.15,2,2,52.9,76.3,61.9,63.3,0,0,0
STU2662,19,80.8,7.04,1,1,61.8,77.2,55.9,81.3,0,0,0
STU2427,22,80.6,6.12,1,0,73.8,54.3,48.5,92.8,0,1,0
STU1385,18,84.2,7.52,0,0,76.2,76.2,72.2,100.0,0,0,0
STU2759,19,80.8,7.12,1,1,100.0,52.0,62.2,56.2,0,0,0
STU1855,21,66.1,6.57,2,2,66.8,64.8,78.4,62.9,0,0,0
STU2590,20,69.4,5.81,1,3,55.2,67.6,69.7,80.2,1,0,1
STU1220,20,58.2,6.41,0,1,77.9,87.7,49.7,53.9,0,0,0
STU1642,21,74.9,6.19,0,0,85.4,64.2,72.0,65.3,1,1,0
STU1002,19,68.0,7.7,3,3,80.5,51.3,50.7,78.4,0,2,0
STU1113,20,86.9,6.16,0,0,84.1,74.6,60.0,84.0,0,1,0
STU1699,19,80.7,7.88,1,1,86.7,69.7,68.8,78.2,1,1,0
STU2916,18,73.1,7.11,0,1,57.7,69.8,57.9,84.9,0,0,0
STU1952,21,85.1,5.97,0,1,64.6,68.1,68.4,84.1,0,0,0
STU2649,20,92.4,5.21,0,0,69.3,59.9,54.0,90.4,0,0,0
STU2637,18,72.8,7.25,0,0,55.7,72.2,58.8,51.0,1,1,0
STU2886,21,76.7,8.35,0,0,71.3,73.4,47.7,45.5,1,1,0
STU2411,20,49.7,7.58,2,1,64.1,58.0,76.0,72.9,0,0,0
STU2410,21,75.5,7.31,2,2,100.0,73.7,95.0,68.7,1,0,0
STU2534,19,80.2,6.97,0,0,82.8,58.2,79.6,54.7,0,0,0
STU2292,20,79.3,5.9,0,1,72.4,52.9,62.7,88.8,0,0,0
STU2809,21,74.8,6.24,0,1,62.3,57.2,48.2,69.6,0,1,0
STU1442,21,82.9,4.64,0,0,71.7,66.1,68.8,84.1,0,0,0
STU2521,19,67.3,7.48,1,2,65.6,57.5,43.1,62.2,0,1,0
STU2137,21,91.2,7.21,2,2,77.4,84.3,33.7,71.7,0,4,0
STU2716,21,65.7,6.56,0,0,66.7,66.7,76.9,73.8,0,1,0
STU2257,22,68.2,7.29,0,0,93.9,58.9,81.2,55.9,0,3,0
STU2864,22,95.7,7.28,0,0,64.1,60.5,40.9,49.7,0,0,1
STU2632,19,90.3,8.32,0,0,84.4,49.8,62.8,46.8,0,0,0
STU2696,21,66.5,9.0,0,0,91.4,60.6,79.5,53.5,0,2,0
STU2398,20,72.9,7.98,1,1,70.6,57.5,81.3,99.1,0,0,0
STU1664,20,58.9,6.11,0,1,73.2,68.3,74.5,90.5,0,1,0
STU2836,21,79.4,4.82,0,0,94.7,71.5,61.1,61.4,0,1,0
STU2258,20,95.7,5.56,2,2,97.1,52.3,62.8,77.3,0,1,0
STU2774,23,82.6,7.91,0,0,78.7,68.7,77.9,63.4,0,2,0
STU2701,19,75.4,6.52,1,4,79.6,42.4,70.6,54.5,0,1,0
STU1318,20,80.9,6.26,1,0,72.9,77.4,57.8,84.9,0,1,1
STU1649,21,79.5,6.97,0,1,57.0,54.3,73.6,58.8,0,1,0
STU2435,21,60.6,5.86,0,0,58.5,52.8,60.5,60.4,0,0,0
STU2480,23,76.2,5.81,1,0,85.3,65.7,50.2,56.0,0,0,0
STU1710,21,74.6,7.35,0,0,84.6,62.3,82.7,58.8,0,0,0
STU2383,20,98.5,6.13,1,1,58.4,69.0,48.1,62.4,0,0,0
STU2283,18,69.3,5.81,1,1,76.0,58.8,65.8,38.6,0,2,0
STU1973,21,75.6,7.79,0,0,60.3,61.8,84.7,62.2,0,1,0
STU1628,22,93.6,7.59,1,1,77.5,68.1,84.8,98.1,0,0,0
STU1633,20,75.3,5.9,0,0,100.0,73.9,71.3,54.9,0,0,0
STU2307,19,81.8,6.93,1,2,63.3,45.1,77.5,65.6,0,0,0
STU2401,22,80.8,6.49,1,1,96.4,70.2,77.4,62.7,0,2,0
STU2409,20,81.9,5.71,2,1,55.2,68.3,68.4,49.6,0,1,0
STU2249,20,86.5,7.12,0,0,75.3,55.3,20.0,69.6,0,1,0
STU2953,18,75.2,4.99,2,2,85.6,69.2,67.4,49.4,0,1,1
STU2255,20,71.6,7.59,0,0,58.8,56.5,66.8,26.2,0,0,1
STU2497,21,88.0,6.2,0,0,61.1,64.8,67.1,58.2,0,1,0
STU2372,22,57.6,7.11,0,0,61.6,66.6,52.4,70.8,0,0,0
STU2530,21,74.7,6.76,0,1,95.4,53.9,28.6,51.9,0,0,0
STU2664,23,79.8,7.09,1,3,64.4,59.5,71.1,72.1,0,0,0
STU2355,23,71.9,6.8,0,0,72.0,50.4,65.5,31.2,1,0,0
STU2926,19,86.7,5.84,1,1,77.5,82.9,62.4,81.4,0,0,0
STU2901,20,83.7,6.85,1,1,78.7,82.7,57.4,68.6,0,1,0
STU2644,21,68.2,8.55,1,1,66.6,58.4,70.3,37.6,0,0,0
STU2849,20,86.4,7.37,1,0,64.7,64.7,62.2,92.6,0,0,0
STU1796,20,84.1,5.92,0,1,79.2,64.3,62.6,72.8,0,2,0
STU1646,20,74.1,5.96,0,1,96.9,89.3,67.6,48.7,0,1,0
STU2013,20,70.9,5.39,0,0,90.3,83.4,57.7,62.2,1,0,0
STU2840,19,74.0,5.37,0,0,62.5,60.5,65.3,80.8,0,1,0
STU1557,20,50.8,7.16,0,0,67.1,65.3,64.2,37.1,0,0,0
STU1682,21,73.3,6.9,0,0,79.7,74.7,64.7,57.8,0,2,0
STU1578,22,64.4,4.36,0,0,80.0,77.1,51.3,56.1,0,1,1
STU2110,22,66.2,7.41,0,1,94.0,60.9,45.4,77.3,1,0,0
STU2267,19,43.0,5.29,1,2,75.4,36.1,67.5,59.3,1,0,1
STU2723,20,87.2,6.82,0,0,88.4,68.7,66.5,65.1,0,0,0
STU2184,21,82.8,9.8,0,0,86.5,83.0,62.4,40.6,0,1,0
STU1525,22,98.7,7.84,1,1,74.2,63.0,59.7,42.9,0,1,0
STU2060,21,72.2,6.83,0,0,71.1,52.8,72.2,92.2,0,0,0
STU1541,18,81.8,7.86,0,0,76.7,60.4,78.0,46.8,0,0,0
STU2195,23,74.6,8.21,0,0,53.9,53.8,74.9,49.1,0,1,0
STU2679,20,67.8,7.03,2,1,94.5,76.2,43.7,97.7,0,0,0
STU1749,20,74.0,5.75,1,1,98.8,25.0,67.9,69.3,0,1,0
STU2852,21,67.1,7.87,1,1,63.2,70.8,73.7,56.3,0,0,0
STU2431,20,56.7,5.29,1,1,64.2,78.1,82.6,75.4,0,2,0
STU1485,20,74.8,6.86,0,0,75.1,54.1,58.6,65.0,0,1,0
STU2758,23,60.7,6.61,2,2,57.5,68.1,63.4,78.4,0,0,1
STU1096,19,85.4,5.04,0,1,81.4,66.8,80.6,84.8,0,0,0
STU2021,21,61.3,6.02,2,2,57.8,68.9,51.1,57.6,0,1,0
STU1564,20,96.2,6.57,0,0,67.8,77.4,74.8,84.9,0,0,0
STU2265,20,70.1,5.82,0,0,72.5,67.3,63.3,44.5,0,0,0
STU1743,19,66.0,6.7,1,2,80.9,66.5,67.5,76.6,0,0,0
STU1864,21,100.0,7.31,3,2,100.0,67.8,67.0,58.7,0,1,0
STU2599,23,54.7,7.09,1,1,67.9,69.6,65.1,48.8,0,2,0
STU2715,19,66.6,5.29,0,0,76.3,79.5,80.1,99.4,0,0,0
STU2485,22,86.5,7.61,0,0,67.4,35.5,44.9,52.2,0,0,0
STU1892,20,81.1,5.33,0,1,82.1,59.5,87.4,75.9,0,0,0
STU2578,22,78.2,6.33,1,2,82.4,81.8,72.9,62.0,0,0,0
STU2039,22,66.0,5.15,1,0,63.2,54.6,91.1,77.1,1,0,1
STU1207,19,70.5,6.81,2,2,73.3,57.2,51.3,46.5,0,0,0
STU1393,20,56.1,5.72,2,1,96.0,60.5,53.9,60.3,0,0,1
STU1795,18,89.2,7.94,0,0,84.4,72.4,30.2,70.4,1,0,0
STU1871,21,53.9,5.61,0,1,66.6,59.7,59.9,40.4,0,2,0
STU1398,21,73.8,6.34,0,0,89.0,64.4,73.7,68.0,0,1,0
STU1767,21,54.1,5.81,0,0,72.9,78.7,59.7,67.1,1,1,0
STU2842,21,74.9,6.52,1,2,73.7,40.3,52.2,83.5,0,1,0
STU2242,19,65.8,6.1,4,4,61.0,78.1,68.7,37.9,0,0,1
STU2029,20,65.9,7.62,1,0,67.8,46.2,40.1,100.0,0,1,0
STU2793,21,71.5,6.36,2,2,95.1,55.4,73.2,67.8,0,0,0
STU1643,23,64.4,7.68,0,0,84.8,59.7,42.8,43.5,0,1,0
STU2892,19,59.0,8.51,1,2,57.0,77.6,79.5,43.4,0,1,1
STU1613,19,68.8,6.38,0,0,86.7,50.7,44.3,73.5,0,2,0
STU2763,20,79.6,6.2,0,0,94.8,79.9,68.7,78.9,0,1,0
STU1961,23,60.8,6.14,2,3,91.7,60.7,87.3,83.8,0,1,0
STU2571,21,84.7,7.66,0,1,83.9,60.6,42.0,90.1,0,3,0
STU1726,22,71.6,7.93,0,1,83.7,66.6,60.0,37.4,0,0,0
STU1684,20,67.7,6.18,0,0,81.0,75.0,51.0,41.8,0,1,0
STU1099,21,54.3,7.24,1,0,74.6,77.4,72.0,58.4,0,0,0
STU1805,22,65.7,6.34,1,2,98.1,78.1,80.7,25.1,0,0,0
STU2752,20,68.4,7.12,1,1,82.2,92.4,60.2,71.9,0,0,0
STU2598,21,69.1,6.08,0,0,66.7,68.2,57.9,61.6,0,0,0
STU1407,20,79.5,6.27,0,0,86.5,69.8,47.9,78.9,1,1,0
STU1503,20,88.1,5.49,0,0,64.9,56.4,35.1,39.4,0,0,0
STU2072,19,78.5,6.75,1,1,75.9,68.5,76.0,65.5,1,0,0
STU2057,21,70.7,6.53,0,0,81.5,79.6,75.0,76.9,0,2,0
STU1930,21,72.3,7.86,1,0,75.9,68.7,47.0,64.3,1,0,0
STU1780,19,63.9,6.83,2,2,72.3,49.7,70.3,65.1,0,2,0
STU1201,21,69.5,5.99,1,0,70.5,74.4,84.4,73.4,0,0,0
STU1135,19,66.4,5.75,1,1,87.1,53.7,60.8,63.3,0,1,0
STU2052,20,64.8,6.95,1,1,80.4,66.1,65.4,55.2,0,0,1
STU1041,21,87.1,6.89,1,1,71.4,61.6,67.1,71.8,0,1,0
STU2018,20,88.7,6.29,0,1,66.2,53.6,73.4,38.6,1,1,0
STU1231,19,81.8,7.96,1,0,100.0,42.3,53.6,58.9,1,1,0
STU2514,18,88.9,6.18,1,1,72.9,91.2,86.7,81.7,0,0,0
STU2797,20,56.1,9.07,4,5,83.8,52.6,45.7,77.1,0,2,0
STU1379,23,76.5,6.33,0,0,49.1,59.0,57.4,62.0,0,1,0
STU1289,20,87.7,6.67,2,1,83.8,56.2,75.8,54.5,0,0,0
STU1419,20,83.4,7.17,1,0,82.1,77.0,78.7,61.0,0,1,0
STU2699,18,63.3,6.19,2,2,61.4,77.4,73.8,80.3,1,2,0
STU1392,21,84.5,8.08,0,2,74.1,58.1,48.4,58.0,0,0,0
STU1593,23,81.6,7.04,2,3,62.0,56.1,59.3,80.7,0,2,0
STU2523,20,72.3,5.99,2,2,98.2,76.4,72.3,57.8,0,0,0
STU2163,20,82.7,8.42,0,0,69.2,78.4,79.0,87.2,1,0,0
STU2087,19,62.1,5.82,0,0,92.6,69.9,95.0,74.9,0,1,0
STU2496,19,75.5,7.15,0,0,100.0,47.7,70.1,68.9,0,0,0
STU1648,18,69.8,6.03,1,1,82.3,70.4,52.6,37.2,0,1,0
STU2153,21,81.0,6.85,0,0,98.9,77.5,68.4,75.8,0,0,0
STU2368,22,72.6,8.61,1,0,74.3,86.6,29.6,48.5,0,1,0
STU1521,19,73.4,5.74,0,0,64.8,57.0,59.9,62.4,0,0,0
STU2863,22,61.8,5.76,1,1,69.5,66.7,61.9,64.5,0,0,0
STU1065,21,72.3,6.98,3,3,69.2,85.9,75.1,78.7,0,1,0
STU2837,21,82.9,7.73,2,1,76.1,70.8,81.2,61.8,0,0,0
STU1015,21,95.1,6.97,2,1,74.1,57.4,90.3,100.0,0,0,0
STU2181,19,64.2,6.13,0,0,52.0,76.0,53.0,69.8,0,0,0
STU2065,20,72.5,6.5,2,2,74.3,44.3,60.6,55.8,0,3,0
STU1493,20,85.2,6.06,4,5,67.3,59.2,44.0,73.5,0,1,1
STU1380,20,75.0,5.48,1,0,49.4,37.8,64.1,53.8,1,0,0
STU1188,19,70.4,6.43,2,1,93.2,72.5,63.8,94.4,0,0,0
STU1764,21,86.7,8.41,0,0,93.5,83.7,78.8,96.0,1,0,0
STU1217,21,76.1,8.01,0,0,81.8,70.8,66.9,53.6,0,1,0
STU1792,19,74.7,3.69,2,1,59.5,69.4,86.1,77.6,0,0,0
STU2077,22,75.9,7.22,1,1,90.4,72.6,49.9,54.0,1,0,0
STU1879,20,66.0,7.32,1,1,83.3,80.4,56.3,56.0,0,0,0
STU1338,21,86.0,6.33,1,1,71.2,52.6,71.5,37.9,0,1,0
STU2773,19,81.0,6.75,2,2,77.3,53.8,50.4,76.6,0,0,0
STU1720,19,63.0,6.95,3,3,60.7,71.9,51.0,77.9,0,0,0
STU2749,20,67.3,6.06,0,0,95.0,53.0,70.0,68.4,0,0,0
STU1296,21,87.1,7.25,1,1,52.0,46.3,63.6,78.6,1,0,0
STU2726,21,92.6,7.0,1,1,62.9,59.4,65.1,80.3,1,1,0
STU2017,21,68.4,5.87,0,0,60.6,75.5,39.5,100.0,0,1,0
STU2276,21,62.4,4.95,0,0,60.1,56.8,65.6,73.8,0,0,0
STU2751,19,72.6,7.19,1,1,87.2,64.9,80.3,66.1,1,0,0
STU2486,19,89.0,7.6,1,0,78.6,60.7,75.8,63.9,0,0,0
STU1456,21,77.1,9.27,1,1,72.9,72.5,58.7,81.1,0,1,0
STU2997,21,88.1,7.02,1,2,55.3,74.7,57.2,41.5,1,1,0
STU1816,21,69.6,4.44,0,0,80.9,85.7,59.1,62.7,0,1,0
STU2887,19,64.2,7.17,0,0,82.3,69.8,73.7,42.7,0,0,0
STU1270,21,70.5,6.62,0,1,86.2,56.2,57.1,64.4,1,0,0
STU1996,21,66.8,7.88,1,1,100.0,62.7,59.6,37.5,0,0,0
STU1202,22,73.9,4.81,2,2,65.9,59.4,57.9,66.3,0,0,0
STU1162,20,64.7,5.47,0,0,78.0,71.9,83.2,77.3,0,1,0
STU2580,21,59.9,7.83,2,2,89.1,38.0,50.9,59.7,0,0,0
STU1730,19,60.8,6.47,0,1,73.0,76.8,52.8,79.3,0,0,0
STU1402,21,87.8,6.33,3,2,65.3,52.0,69.7,84.0,0,0,0
STU1703,19,86.0,4.99,0,0,100.0,62.4,79.5,61.5,0,0,0
STU2501,20,73.1,6.31,2,3,64.6,70.7,60.5,61.4,0,1,0
STU2846,18,48.0,7.53,2,2,55.2,86.0,66.9,93.8,0,0,0
STU2796,20,73.9,7.19,0,0,82.9,48.8,79.8,55.0,0,1,0
STU2130,18,80.4,6.88,0,0,69.4,59.3,70.8,62.4,0,0,0
STU1566,21,64.7,6.92,0,0,54.1,90.0,53.5,64.7,0,0,0
STU2414,22,71.7,7.73,1,2,39.3,64.5,63.6,60.0,0,1,0
STU2022,21,94.0,7.89,1,1,62.1,59.6,63.3,78.6,0,1,0
STU2026,20,76.2,4.18,0,0,86.3,59.5,70.9,71.3,0,0,0
STU2412,23,51.7,8.09,0,0,46.1,82.6,65.3,83.9,0,0,0
STU2896,20,56.8,6.58,1,3,76.3,57.3,68.9,80.0,0,0,1
STU2586,18,100.0,6.96,0,0,71.0,75.8,66.4,73.6,0,1,0
STU2105,19,75.2,6.84,2,2,79.1,78.5,57.9,62.0,0,1,0
STU1206,20,72.5,6.54,0,0,67.1,61.1,74.5,47.1,0,2,0
STU1035,21,77.4,6.08,1,2,73.3,57.6,66.1,99.7,0,0,0
STU1776,21,100.0,7.52,2,3,57.0,57.5,67.7,38.2,0,1,0
STU1509,20,86.9,5.88,1,0,64.3,68.4,64.6,54.2,0,0,0
STU2452,21,84.5,5.93,0,0,70.1,74.0,60.0,47.9,0,1,0
STU2479,20,89.7,7.69,0,2,54.7,59.2,58.5,63.7,0,0,0
STU2971,20,57.2,7.24,1,0,59.0,56.6,81.3,35.1,0,2,0
STU2391,20,63.1,8.4,1,1,75.0,52.6,83.0,78.6,0,1,0
STU1092,20,83.6,6.86,2,1,88.5,60.4,64.1,49.0,0,0,0
STU2364,22,64.9,6.48,0,0,49.8,64.8,77.4,79.0,0,0,0
STU1898,19,76.9,8.06,1,0,71.3,77.2,90.9,77.5,0,1,0
STU1565,22,89.6,7.3,0,0,99.5,50.5,65.8,90.4,0,0,0
STU2370,22,77.5,8.58,0,0,68.1,59.6,69.2,64.0,1,0,0
STU1777,19,82.7,5.95,2,2,84.2,77.8,78.0,59.5,0,1,0
STU1242,20,66.3,5.95,1,1,89.8,47.4,46.0,76.7,0,0,1
STU1014,22,75.9,8.52,0,0,97.8,87.1,40.5,100.0,0,1,0
STU1316,20,80.4,6.75,0,0,68.6,65.7,68.7,68.5,0,0,0
STU1601,21,69.5,7.54,1,1,69.1,68.3,95.0,33.0,0,0,0
STU1388,21,84.0,7.41,1,2,81.2,49.3,90.5,77.8,0,0,0
STU2298,20,75.3,6.76,0,0,72.4,76.5,65.0,58.3,1,0,0
STU1167,22,100.0,5.66,0,0,43.7,38.7,62.1,91.9,0,1,0
STU1841,23,74.0,6.99,0,0,63.1,41.9,83.6,64.5,0,0,0
STU1021,20,76.2,7.0,0,0,74.4,62.9,46.8,65.4,0,1,0
STU1647,21,95.7,6.74,1,1,81.9,59.7,60.9,70.3,0,0,0
STU2843,22,79.6,6.79,0,0,72.2,63.8,71.4,71.5,0,0,0
STU2509,23,82.6,6.97,0,0,80.9,85.4,86.1,81.8,0,2,0
STU2155,21,68.7,7.46,2,2,67.2,52.8,47.9,46.5,0,1,0
STU2529,18,57.5,6.57,1,2,75.4,42.8,70.5,63.3,1,0,0
STU1832,23,87.8,4.85,0,0,69.4,71.6,70.7,59.9,0,1,0
STU2268,21,75.5,4.8,1,1,76.2,56.6,52.2,58.3,0,2,1
STU2591,19,75.4,6.87,1,2,51.5,85.8,71.6,79.8,0,1,0
STU2900,19,79.9,7.25,0,0,82.9,65.7,32.0,58.4,1,3,0
STU1563,21,91.9,7.12,0,0,84.2,75.3,45.5,66.3,0,1,0
STU2952,21,100.0,7.5,2,3,66.6,60.1,80.7,68.8,0,2,0
STU1687,22,54.9,5.52,0,1,91.2,32.3,39.6,62.6,0,0,0
STU1958,23,77.4,4.67,2,2,88.3,56.9,74.7,74.3,0,2,0
STU1190,23,82.6,8.92,0,1,76.8,34.6,50.2,76.3,0,1,0
STU2807,21,66.0,5.84,3,3,78.8,76.9,61.4,86.5,1,0,1
STU1976,19,79.8,6.18,0,0,90.0,77.7,95.0,69.8,0,1,0
STU1700,20,65.7,6.81,2,1,77.7,52.9,34.0,53.9,0,2,0
STU2500,19,83.1,6.03,1,0,67.3,86.6,78.4,71.5,0,0,0
STU2706,23,73.2,7.03,0,0,98.0,47.1,57.3,81.4,0,2,0
STU1511,18,68.8,6.54,1,1,75.2,77.8,67.3,58.4,0,1,0
STU2083,21,78.8,6.9,1,2,83.1,66.7,73.7,63.3,0,0,0
STU1475,21,65.1,6.12,2,2,78.7,53.6,48.5,64.4,0,1,0
STU2585,20,79.7,6.25,0,0,72.1,72.8,69.8,81.2,0,1,0
STU1857,21,75.3,5.33,3,2,62.1,66.4,63.2,66.7,0,0,1
STU1748,21,70.4,5.57,1,1,62.2,54.6,85.5,49.6,0,0,1
STU1253,23,84.1,7.28,1,1,74.0,76.5,41.8,87.9,0,0,0
STU1022,20,66.5,7.16,0,1,71.0,30.8,59.8,41.7,0,0,0
STU2338,21,81.9,7.69,1,1,51.8,80.6,59.9,54.1,0,0,0
STU1460,20,53.0,7.01,1,2,44.9,71.6,70.0,86.8,0,2,0
STU2185,20,84.3,5.72,0,0,94.2,64.8,68.0,76.0,1,1,0
STU1277,20,60.7,7.57,1,1,65.8,78.8,55.3,70.2,1,1,0
STU1956,22,63.8,8.87,0,0,75.2,68.9,57.5,72.3,1,0,0
STU2216,19,81.6,6.09,0,0,59.5,71.7,65.7,71.7,0,0,0
STU1386,19,68.6,6.42,1,1,72.9,57.4,60.5,65.2,0,1,0
STU1806,22,77.3,5.47,3,2,81.6,75.9,73.3,69.0,0,1,1
STU2438,18,77.2,6.72,1,0,74.0,60.1,62.3,39.8,0,2,0
STU2516,21,72.3,6.4,2,3,55.1,59.0,59.1,70.5,1,1,1
STU1344,21,73.7,6.32,0,0,84.8,40.8,51.8,100.0,0,0,0
STU1770,23,85.2,8.4,0,0,100.0,46.3,72.5,64.1,0,0,0
STU2333,22,53.4,7.1,1,0,94.3,60.5,46.3,56.8,1,0,0
STU2686,21,79.2,5.07,1,1,60.3,75.2,63.1,74.0,0,1,0
STU1131,20,77.2,7.82,1,1,77.5,66.6,72.8,49.9,0,1,0
STU2688,21,81.1,8.17,2,1,69.5,75.6,51.8,58.1,1,1,0
STU1872,19,67.9,6.98,0,2,40.6,71.5,49.0,52.7,1,0,0
STU2124,20,82.6,6.72,1,1,78.4,65.2,62.1,93.4,0,0,0
STU2397,21,65.2,7.24,1,0,84.4,39.2,65.0,90.7,0,1,0
STU1088,21,70.4,5.08,1,1,61.4,71.3,85.9,64.1,0,0,0
STU2483,21,87.7,6.82,0,0,78.9,45.6,81.9,62.4,0,0,0
STU1331,22,65.2,8.64,0,1,54.6,91.8,87.9,42.7,0,1,0
STU2239,21,86.9,6.06,1,1,76.3,31.0,74.1,71.3,0,0,0
STU1467,20,70.7,6.79,1,1,67.1,70.6,78.8,77.8,0,0,0
STU1122,21,76.5,7.53,2,3,72.2,58.0,71.7,65.2,0,0,0
STU2639,21,78.8,7.16,0,1,79.5,82.7,61.0,100.0,0,1,0
STU2045,20,78.4,4.67,1,1,69.9,44.7,57.3,67.9,0,2,0
STU2725,22,74.8,6.95,0,1,59.6,44.6,83.3,92.6,0,0,0
STU2096,22,62.4,6.55,0,0,55.5,72.0,53.4,35.8,0,0,0
STU2131,19,84.0,5.86,1,1,86.0,67.7,65.0,89.4,0,1,0
STU2295,21,69.0,6.9,1,1,100.0,58.9,54.5,69.7,0,0,0
STU1861,19,58.4,5.2,3,2,90.6,51.6,54.1,68.2,0,1,1
STU2460,21,85.3,7.7,2,1,94.1,76.6,48.2,66.2,0,0,1
STU2127,23,75.5,7.28,0,0,63.2,52.8,55.8,55.2,0,1,0
